0007ac0442c3073f3f9d3c6a7440b0d0	1	289814	player+silence	uade	Protracker	0	165002	mods/misc/Machine/mod.machine
0009171e05591559612f519461757da6	1	186776	player	uade	Protracker compatible	0	365038	mods/ncase/nc-viman/VIMANAS.MOD
000bad2b55f71645eb3af600882d4c29	1	133664	player+silence	uade	Protracker	0	312242	mods/voice/Bommerlunder/mod.Bommerlunder
000fdae085ffece61c1177b72d697c99	1	172991	player	uade	Protracker	0	464308	mods/melod/InternalProjec/InternalProjec.mod
00124ccce7eed4676d268f6a70a3ff02	1	167124	player	uade	Protracker	0	117006	mods/synth/DictationOnAir/DictationOnAir.mod
001cd61a3ddf949d244b1f3c29c124f2	1	605380	player	uade	Protracker	0	87236	mods/piano/deartuesday/mod.dear.tuesday
002052e2c7487b2979f9c653a443ed76	1	158030	player+silence	uade	Protracker	0	280084	mods/panik/saturday/SATURDAY.MOD
002858698163a6afad5e97fd98eea2bc	1	149601	player+volume	uade	Noisetracker 1.x	0	163394	mods/rated/guitar/flashcondom.mod
002a30949fdc93bcd057a1fd3aede1bb	1	377350	player	uade	OctaMED MMD3	0	1458364	mods/melom/TwistedII/twistedcinemaii.med
002df731c899011b81922d2d158530d4	1	264559	player+silence	uade	Protracker	0	243162	mods/misc/rno-r056/ROZ-Ye Should.mod
002eaffd6aedd2bd95cf2a07dabb45d3	1	104371	player+silence	uade	OctaMED MMD1	0	215274	mods/med/BEER/BEER!
0030e7c219150784427f2d8671f0c0af	1	29763	silence	uade	The YM2149 Player v1.52c	0	12028	mus/play/MYST_Data_3/YM2149/HotLine/Eternal/YM.BrainDrop
0030e7c219150784427f2d8671f0c0af	1	29763	silence	uade	The YM2149 Player v1.52c	0	12028	mus/play/MYST_Data_8/YM2149/SynthDream/Eternal/YM.BrainDrop
0032a796f37a3824bb4e48dc4e526a6b	1	310215	player	uade	OctaMED MMD0	0	93968	mods/mark/Ends/Ends_Of_The_Earth
00371d93ec3709482fc4da7683355e4c	1	23128	player	uade	Noisetracker 1.x	0	72760	mods/sets/RaptorsMegaMod/mod.guitar solo
003907e9a2523356ec5256a60586f893	1	122997	player	uade	Protracker compatible	0	103345	mods/funet/Dream3/mod.Dream3
0045df6131344624f22565bd4b1655d1	1	208457	player	uade	Protracker	0	75706	mods/misc/stepic01/mod.drivin'_too_fast
0047137f840dbe26816df14af5a47eef	1	460138	player	uade	Protracker	0	228594	mags/hpool/hp10b/HousePool_10/HP_10-Songs/mod.energy
